/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_32_974.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_32_974.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_32_974.jpg,0,0,0,1.33362E-05
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_067.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_067.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_067.jpg,0,0,0,6.137013E-06
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_135.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_135.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_135.jpg,0,0.145335,0,0.1136583
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_220.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_220.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_220.jpg,0,0.395088,0,0.3683746
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_305.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_305.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_305.jpg,-0.1,0.651294,0,0.8964527
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_387.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_387.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_387.jpg,-0.3,0.898947,0,1.669875
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_455.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_455.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_455.jpg,-0.5000001,1,0,2.587869
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_523.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_523.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_523.jpg,-0.6500001,1,0,3.272246
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_606.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_606.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_606.jpg,-0.8500001,1,0,4.16674
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_677.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_677.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_677.jpg,-1,1,0,5.030923
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_774.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_774.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_774.jpg,0,1,0,6.062484
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_845.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_845.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_845.jpg,0,1,0,6.749238
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_33_926.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_33_926.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_33_926.jpg,0,1,0,7.661194
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_34_004.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_34_004.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_34_004.jpg,0,1,0,8.566264
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_34_088.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_34_088.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_34_088.jpg,0,1,0,9.464286
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_34_157.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_34_157.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_34_157.jpg,0,1,0,10.35525
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_34_238.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_34_238.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_34_238.jpg,0,1,0,11.23917
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_34_341.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_34_341.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_34_341.jpg,-0.1,1,0,12.37041
/home/anh/projects/behavioral-cloning/data/IMG/center_2018_02_28_11_57_34_417.jpg,/home/anh/projects/behavioral-cloning/data/IMG/left_2018_02_28_11_57_34_417.jpg,/home/anh/projects/behavioral-cloning/data/IMG/right_2018_02_28_11_57_34_417.jpg,-0.3,1,0,13.06711
